NIIN,Plant Code,Qty,Current Month,Street and House Number,City,State,Location
16055218,SDA,12,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16058814,SDA,33,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16058816,SDA,9,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16058817,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16059967,SDA,4,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16062991,SDA,4,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16062991,MMZ,1,3/1/2024,"BLDG 1012, O STREET",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16076670,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16076670,P64,13,3/1/2024,300 HIGHWAY 361,CRANE,IN,"CRANE, IN"
16085936,SDA,14,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16086851,SDA,7,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16090580,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16115308,SDA,28,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16115308,P64,10,3/1/2024,300 HIGHWAY 361,CRANE,IN,"CRANE, IN"
16131200,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16131202,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16138318,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16143307,MAB,10,3/1/2024,MARINE CORPS LOGISTICS BASE,ALBANY,GA,"ALBANY, GA"
16143307,LN1,9,3/1/2024,BUILDING 1260 DOOR 9,ALBANY,GA,"ALBANY, GA"
16144913,SDA,9,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16144913,MMZ,1,3/1/2024,"BLDG 1012, O STREET",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16151896,SDA,167,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16151897,MF5,1,3/1/2024,"BLDG 1012, O STREET M/F MMFAF5",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16151897,LN1,1,3/1/2024,BUILDING 1260 DOOR 9,ALBANY,GA,"ALBANY, GA"
16151897,MMZ,5,3/1/2024,"BLDG 1012, O STREET",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16151897,SDA,116,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16152111,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16155502,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16156458,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16163604,SDA,17,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16164375,BY6,5,3/1/2024,WAREHOUSE 6 BAY 4,TOBYHANNA,PA,"TOBYHANNA, PA"
16179895,SDA,6,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16182979,SDA,5,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16183634,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16184602,SDA,15,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16184602,SG2,2,3/1/2024,CENTRAL RECEIVING WHSE 7,BARSTOW,CA,"BARSTOW, CA"
16185142,BY6,15,3/1/2024,WAREHOUSE 6 BAY 4,TOBYHANNA,PA,"TOBYHANNA, PA"
16188144,MMZ,1,3/1/2024,"BLDG 1012, O STREET",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16188144,SDA,14,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16194609,SDA,11,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16194610,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16194610,BY6,8,3/1/2024,WAREHOUSE 6 BAY 4,TOBYHANNA,PA,"TOBYHANNA, PA"
16204982,MT3,1,3/1/2024,MF MMFAH8 BLDG 1830,TWENTYNINE PALMS,CA,"TWENTYNINE PALMS, CA"
16205324,SDA,9,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16205396,MMZ,1,3/1/2024,"BLDG 1012, O STREET",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16205396,SDA,6,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16205397,SDA,13,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16205398,SDA,3,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16205707,SDA,15,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16205708,SDA,10,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16205710,SDA,11,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16206279,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16208076,SDA,17,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16208356,SDA,7,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16208358,SDA,6,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16208740,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16209209,SDA,7,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16209210,MF5,1,3/1/2024,"BLDG 1012, O STREET M/F MMFAF5",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16209210,SDA,10,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16209210,SG2,1,3/1/2024,CENTRAL RECEIVING WHSE 7,BARSTOW,CA,"BARSTOW, CA"
16210049,MMZ,1,3/1/2024,"BLDG 1012, O STREET",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16210049,SDA,3,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16210050,SDA,8,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16210051,MF5,1,3/1/2024,"BLDG 1012, O STREET M/F MMFAF5",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16210051,SDA,27,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16211709,SDA,3,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16212730,BY6,5,3/1/2024,WAREHOUSE 6 BAY 4,TOBYHANNA,PA,"TOBYHANNA, PA"
16212732,LN1,1,3/1/2024,BUILDING 1260 DOOR 9,ALBANY,GA,"ALBANY, GA"
16212732,SDA,12,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16212732,SG2,8,3/1/2024,CENTRAL RECEIVING WHSE 7,BARSTOW,CA,"BARSTOW, CA"
16219266,SDA,4,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16224882,SDA,12,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16226419,SDA,21,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16226420,SDA,18,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16228848,SDA,12,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16228900,SDN,3,3/1/2024,RECEIVING BLDG 499,TEXARKANA,TX,"TEXARKANA, TX"
16228900,BY6,8,3/1/2024,WAREHOUSE 6 BAY 4,TOBYHANNA,PA,"TOBYHANNA, PA"
16228900,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16228900,BR4,3,3/1/2024,HIGHWAY 82 WEST,TEXARKANA,TX,"TEXARKANA, TX"
16229603,SDA,15,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16229604,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16229813,SDA,3,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16232899,SDA,4,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16232900,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16235349,BY6,1,3/1/2024,WAREHOUSE 6 BAY 4,TOBYHANNA,PA,"TOBYHANNA, PA"
16236222,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16236825,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16236831,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16238828,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16239204,SDA,3,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16240410,SDA,3,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16240410,MMZ,1,3/1/2024,"BLDG 1012, O STREET",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16240698,SDA,5,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16241490,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16241957,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16265327,MF5,1,3/1/2024,"BLDG 1012, O STREET M/F MMFAF5",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16265327,SDA,25,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16275690,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16281970,SDA,8,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16296933,MG4,2,3/1/2024,BLDG 2200 DOOR N16 (BLDG 2229),ALBANY,GA,"ALBANY, GA"
16296933,SDA,3,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16299675,SDA,23,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16305128,MMZ,1,3/1/2024,"BLDG 1012, O STREET",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16305128,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16305129,SDA,65,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16306877,MG4,1,3/1/2024,BLDG 2200 DOOR N16 (BLDG 2229),ALBANY,GA,"ALBANY, GA"
16313780,SDA,9,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16313780,MG4,1,3/1/2024,BLDG 2200 DOOR N16 (BLDG 2229),ALBANY,GA,"ALBANY, GA"
16328511,SDA,25,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16328512,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16412229,BY6,1,3/1/2024,WAREHOUSE 6 BAY 4,TOBYHANNA,PA,"TOBYHANNA, PA"
16421650,LN1,1,3/1/2024,BUILDING 1260 DOOR 9,ALBANY,GA,"ALBANY, GA"
16421650,SDA,104,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16423478,MMZ,1,3/1/2024,"BLDG 1012, O STREET",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16429980,SDA,10,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16449881,P64,9,3/1/2024,300 HIGHWAY 361,CRANE,IN,"CRANE, IN"
16461726,SDA,7,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16461726,MF5,1,3/1/2024,"BLDG 1012, O STREET M/F MMFAF5",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16467702,LN1,1,3/1/2024,BUILDING 1260 DOOR 9,ALBANY,GA,"ALBANY, GA"
16467702,MMZ,1,3/1/2024,"BLDG 1012, O STREET",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16467703,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16468861,SDA,5,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16469243,SDA,6,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16469244,SDA,9,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16471399,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16471686,SDA,3,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16471687,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16472803,SDA,3,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16473750,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16473873,MUY,1,3/1/2024,WAREHOUSE 405 MARCORLOGBASE,YERMO,CA,"YERMO, CA"
16473873,SDA,7,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16473875,SG2,2,3/1/2024,CENTRAL RECEIVING WHSE 7,BARSTOW,CA,"BARSTOW, CA"
16475897,MG4,1,3/1/2024,BLDG 2200 DOOR N16 (BLDG 2229),ALBANY,GA,"ALBANY, GA"
16479738,MAB,27,3/1/2024,MARINE CORPS LOGISTICS BASE,ALBANY,GA,"ALBANY, GA"
16479738,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16487157,SDA,3,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16487158,SG2,2,3/1/2024,CENTRAL RECEIVING WHSE 7,BARSTOW,CA,"BARSTOW, CA"
16487159,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16489497,BY6,22,3/1/2024,WAREHOUSE 6 BAY 4,TOBYHANNA,PA,"TOBYHANNA, PA"
16492974,SDA,7,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16492974,SG2,3,3/1/2024,CENTRAL RECEIVING WHSE 7,BARSTOW,CA,"BARSTOW, CA"
16493606,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16495081,SDA,89,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16497262,SDA,14,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16505894,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16510655,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16533190,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16533190,MG4,1,3/1/2024,BLDG 2200 DOOR N16 (BLDG 2229),ALBANY,GA,"ALBANY, GA"
16570187,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16581742,SDA,5,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16581743,SDA,13,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16581743,SG2,3,3/1/2024,CENTRAL RECEIVING WHSE 7,BARSTOW,CA,"BARSTOW, CA"
16593676,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16594495,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16594496,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16595648,BY6,3,3/1/2024,WAREHOUSE 6 BAY 4,TOBYHANNA,PA,"TOBYHANNA, PA"
16597765,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16597768,SDA,11,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16598395,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16598724,SDA,19,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16598724,BY6,25,3/1/2024,WAREHOUSE 6 BAY 4,TOBYHANNA,PA,"TOBYHANNA, PA"
16599101,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16599595,BY6,2,3/1/2024,WAREHOUSE 6 BAY 4,TOBYHANNA,PA,"TOBYHANNA, PA"
16599595,AN5,5,3/1/2024,2001 NORMANDY DRIV DOOR 113,NEW CUMBERLAND,PA,"NEW CUMBERLAND, PA"
16600804,SDA,4,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16609013,SDA,40,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16609481,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16615163,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16616649,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16616649,LN1,1,3/1/2024,BUILDING 1260 DOOR 9,ALBANY,GA,"ALBANY, GA"
16616809,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16617074,SDA,32,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16617075,SDA,10,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16617077,SDA,14,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16617078,SDA,4,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16617079,SDA,7,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16618830,SDA,11,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16637523,MMZ,1,3/1/2024,"BLDG 1012, O STREET",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16637523,SDA,6,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16637523,MF5,1,3/1/2024,"BLDG 1012, O STREET M/F MMFAF5",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16637525,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16646887,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16646888,SDA,3,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16647169,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16647511,SDA,3,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16647511,SG2,4,3/1/2024,CENTRAL RECEIVING WHSE 7,BARSTOW,CA,"BARSTOW, CA"
16650824,MAB,21,3/1/2024,MARINE CORPS LOGISTICS BASE,ALBANY,GA,"ALBANY, GA"
16662560,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16663140,SDA,3,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16669220,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16683774,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16708721,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16731471,SDA,35,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16731854,SDA,3,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16740020,SDA,14,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16740020,MMZ,1,3/1/2024,"BLDG 1012, O STREET",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16741613,SDA,15,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16753467,SDA,12,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16760487,MMZ,2,3/1/2024,"BLDG 1012, O STREET",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16760878,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16764848,SDA,3,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16766360,SDA,5,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16777745,SDA,6,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16784515,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16849376,MMZ,1,3/1/2024,"BLDG 1012, O STREET",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16861319,SDA,10,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16875088,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16876814,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16881482,BY6,4,3/1/2024,WAREHOUSE 6 BAY 4,TOBYHANNA,PA,"TOBYHANNA, PA"
16883118,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16883118,MMZ,1,3/1/2024,"BLDG 1012, O STREET",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16884875,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16889695,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16889695,MMZ,2,3/1/2024,"BLDG 1012, O STREET",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
16901886,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16903155,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16963349,SDA,7,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16964090,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16967817,SDA,3,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
16967817,MT3,1,3/1/2024,MF MMFAH8 BLDG 1830,TWENTYNINE PALMS,CA,"TWENTYNINE PALMS, CA"
16974759,SDH,1,3/1/2024,PHANTOM RD BLDG 147 BAY A,CHERRY POINT,NC,"CHERRY POINT, NC"
17004118,MMZ,1,3/1/2024,"BLDG 1012, O STREET",CAMP LEJEUNE,NC,"CAMP LEJEUNE, NC"
17005724,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
17013173,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
17057413,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
150266561,SDA,6,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
150266562,SDA,4,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
150266563,SDA,4,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
150266564,SDA,6,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
150266566,SDA,2,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
150266567,SDA,1,3/1/2024,814 RADFORD BLVDBLDG1221DOOR20,ALBANY,GA,"ALBANY, GA"
